match_id	MYCN_TPM	MYCN_CN	MYCN_CN_status	molecular_subtype	Kids_First_Participant_ID	Kids_First_Biospecimen_ID	sample_id
PANBJH_01_Solid Tissue_Primary Tumor	81.56	NA	NA	NBL, MYCN amplified	PANBJH	TARGET-30-PANBJH-01A-01R	01
PANGXK_01_Solid Tissue_Primary Tumor	3.28	NA	NA	NBL, MYCN amplified	PANGXK	TARGET-30-PANGXK-01A-01R	01
PANJLH_01_Solid Tissue_Primary Tumor	403.51	NA	NA	NBL, MYCN amplified	PANJLH	TARGET-30-PANJLH-01A-01R	01
PANNMS_01_Solid Tissue_Primary Tumor	73.96	NA	NA	NBL, MYCN amplified	PANNMS	TARGET-30-PANNMS-01A-01D.M	01
PANNMS_01_Solid Tissue_Primary Tumor	73.96	NA	NA	NBL, MYCN amplified	PANNMS	TARGET-30-PANNMS-01A-01R	01
PANRRW_01_Solid Tissue_Primary Tumor	42.67	NA	NA	NBL, MYCN amplified	PANRRW	TARGET-30-PANRRW-01A-01D.M	01
PANRRW_01_Solid Tissue_Primary Tumor	42.67	NA	NA	NBL, MYCN amplified	PANRRW	TARGET-30-PANRRW-01A-01R	01
PANZRV_01_Solid Tissue_Primary Tumor	73.06	NA	NA	NBL, MYCN amplified	PANZRV	TARGET-30-PANZRV-01A-01R	01
PAPICY_01_Solid Tissue_Primary Tumor	52.53	NA	NA	NBL, MYCN amplified	PAPICY	TARGET-30-PAPICY-01A-01D.M	01
PAPICY_01_Solid Tissue_Primary Tumor	52.53	NA	NA	NBL, MYCN amplified	PAPICY	TARGET-30-PAPICY-01A-01R	01
PAPTCR_01_Solid Tissue_Primary Tumor	5.71	2	neutral	NBL, MYCN amplified	PAPTCR	TARGET-30-PAPTCR-01A-01D	01
PAPTCR_01_Solid Tissue_Primary Tumor	5.71	2	neutral	NBL, MYCN amplified	PAPTCR	TARGET-30-PAPTCR-01A-01D.M	01
PAPTCR_01_Solid Tissue_Primary Tumor	5.71	2	neutral	NBL, MYCN amplified	PAPTCR	TARGET-30-PAPTCR-01A-01R	01
PAPTDH_01_Solid Tissue_Primary Tumor	38.65	NA	NA	NBL, MYCN amplified	PAPTDH	TARGET-30-PAPTDH-01A-01D.M	01
PAPTDH_01_Solid Tissue_Primary Tumor	38.65	NA	NA	NBL, MYCN amplified	PAPTDH	TARGET-30-PAPTDH-01A-01R	01
PAPUEB_01_Solid Tissue_Primary Tumor	20.09	NA	NA	NBL, MYCN amplified	PAPUEB	TARGET-30-PAPUEB-01A-01R	01
PAPUNH_01_Solid Tissue_Primary Tumor	2481.33	NA	NA	NBL, MYCN amplified	PAPUNH	TARGET-30-PAPUNH-01A-01D.M	01
PAPUNH_01_Solid Tissue_Primary Tumor	2481.33	NA	NA	NBL, MYCN amplified	PAPUNH	TARGET-30-PAPUNH-01A-01R	01
PAPVEB_04_Bone Marrow_Recurrence	11.44	NA	NA	NBL, MYCN non-amplified	PAPVEB	TARGET-30-PAPVEB-04A-01D.M	04
PAPVEB_04_Bone Marrow_Recurrence	11.44	NA	NA	NBL, MYCN non-amplified	PAPVEB	TARGET-30-PAPVEB-04A-01R	04
PAPZYP_01_Solid Tissue_Primary Tumor	404.52	NA	NA	NBL, MYCN amplified	PAPZYP	TARGET-30-PAPZYP-01A-01D.M	01
PAPZYP_01_Solid Tissue_Primary Tumor	404.52	NA	NA	NBL, MYCN amplified	PAPZYP	TARGET-30-PAPZYP-01A-01R	01
PARACM_01_Solid Tissue_Primary Tumor	35.88	NA	NA	NBL, MYCN amplified	PARACM	TARGET-30-PARACM-01A-01D.M	01
PARACM_01_Solid Tissue_Primary Tumor	35.88	NA	NA	NBL, MYCN amplified	PARACM	TARGET-30-PARACM-01A-01R	01
PARBAJ_01_Solid Tissue_Primary Tumor	20.35	NA	NA	NBL, MYCN amplified	PARBAJ	TARGET-30-PARBAJ-01A-01D.M	01
PARBAJ_01_Solid Tissue_Primary Tumor	20.35	NA	NA	NBL, MYCN amplified	PARBAJ	TARGET-30-PARBAJ-01A-01R	01
PARBAJ_02_Solid Tissue_Recurrence	11.17	NA	NA	NBL, MYCN non-amplified	PARBAJ	TARGET-30-PARBAJ-02A-01D.M	02
PARBAJ_02_Solid Tissue_Recurrence	11.17	NA	NA	NBL, MYCN non-amplified	PARBAJ	TARGET-30-PARBAJ-02A-01R	02
PARFRE_01_Solid Tissue_Primary Tumor	37.8	NA	NA	NBL, MYCN amplified	PARFRE	TARGET-30-PARFRE-01A-01D.M	01
PARFRE_01_Solid Tissue_Primary Tumor	37.8	NA	NA	NBL, MYCN amplified	PARFRE	TARGET-30-PARFRE-01A-01R	01
PARHAM_01_Solid Tissue_Primary Tumor	29.37	NA	NA	NBL, MYCN amplified	PARHAM	TARGET-30-PARHAM-01A-01D.M	01
PARHAM_01_Solid Tissue_Primary Tumor	29.37	NA	NA	NBL, MYCN amplified	PARHAM	TARGET-30-PARHAM-01A-01R	01
PARHAM_02_Solid Tissue_Recurrence	11.26	NA	NA	NBL, MYCN non-amplified	PARHAM	TARGET-30-PARHAM-02A-01D.M	02
PARHAM_02_Solid Tissue_Recurrence	11.26	NA	NA	NBL, MYCN non-amplified	PARHAM	TARGET-30-PARHAM-02A-01R	02
PARJVP_01_Solid Tissue_Primary Tumor	70.22	NA	NA	NBL, MYCN amplified	PARJVP	TARGET-30-PARJVP-01A-01D.M	01
PARJVP_01_Solid Tissue_Primary Tumor	70.22	NA	NA	NBL, MYCN amplified	PARJVP	TARGET-30-PARJVP-01A-01R	01
PARNNC_01_Solid Tissue_Primary Tumor	42.52	NA	NA	NBL, MYCN amplified	PARNNC	TARGET-30-PARNNC-01A-01D.M	01
PARNNC_01_Solid Tissue_Primary Tumor	42.52	NA	NA	NBL, MYCN amplified	PARNNC	TARGET-30-PARNNC-01A-01R	01
PARTRP_01_Solid Tissue_Primary Tumor	16.43	NA	NA	NBL, MYCN amplified	PARTRP	BS_4RX1AAVV	01
PARTRP_01_Solid Tissue_Primary Tumor	16.43	NA	NA	NBL, MYCN amplified	PARTRP	BS_S0B4WASX	01
PARTRP_01_Solid Tissue_Primary Tumor	16.43	NA	NA	NBL, MYCN amplified	PARTRP	TARGET-30-PARTRP-01A-01D	01
PARUTJ_01_Solid Tissue_Primary Tumor	0.41	NA	NA	NBL, MYCN non-amplified	PARUTJ	BS_K2K5YSDS	01
PARUTJ_01_Solid Tissue_Primary Tumor	0.41	NA	NA	NBL, MYCN non-amplified	PARUTJ	BS_S5KDWVEA	01
PARUTJ_01_Solid Tissue_Primary Tumor	0.41	NA	NA	NBL, MYCN non-amplified	PARUTJ	TARGET-30-PARUTJ-01A-01D	01
PARUZA_01_Solid Tissue_Primary Tumor	0.49	NA	NA	NBL, MYCN non-amplified	PARUZA	BS_808H2FQN	01
PARUZA_01_Solid Tissue_Primary Tumor	0.49	NA	NA	NBL, MYCN non-amplified	PARUZA	BS_ERHKS2Y7	01
PARWEV_01_Solid Tissue_Primary Tumor	33.86	NA	NA	NBL, MYCN amplified	PARWEV	BS_C8T56CWR	01
PARWEV_01_Solid Tissue_Primary Tumor	33.86	NA	NA	NBL, MYCN amplified	PARWEV	BS_DBXCETW2	01
PARWEV_01_Solid Tissue_Primary Tumor	33.86	NA	NA	NBL, MYCN amplified	PARWEV	TARGET-30-PARWEV-01A-01D	01
PARYAG_01_Solid Tissue_Primary Tumor	1.84	NA	NA	NBL, MYCN non-amplified	PARYAG	BS_29MQMSCM	01
PARYAG_01_Solid Tissue_Primary Tumor	1.84	NA	NA	NBL, MYCN non-amplified	PARYAG	BS_YZJ5YQ12	01
PARYRJ_01_Solid Tissue_Primary Tumor	26.4	NA	NA	NBL, MYCN amplified	PARYRJ	BS_92YFTG9R	01
PARYRJ_01_Solid Tissue_Primary Tumor	26.4	NA	NA	NBL, MYCN amplified	PARYRJ	BS_JY850J9G	01
PARYRJ_01_Solid Tissue_Primary Tumor	26.4	NA	NA	NBL, MYCN amplified	PARYRJ	TARGET-30-PARYRJ-01A-01D	01
PARZBH_01_Solid Tissue_Primary Tumor	22.7	NA	NA	NBL, MYCN amplified	PARZBH	BS_BG0ZDND2	01
PARZBH_01_Solid Tissue_Primary Tumor	22.7	NA	NA	NBL, MYCN amplified	PARZBH	BS_F6MNG2S0	01
PARZBH_01_Solid Tissue_Primary Tumor	22.7	NA	NA	NBL, MYCN amplified	PARZBH	TARGET-30-PARZBH-01A-01D	01
PARZCJ_01_Solid Tissue_Primary Tumor	22.125	NA	NA	NBL, MYCN amplified	PARZCJ	BS_1G3QX306	01
PARZCJ_01_Solid Tissue_Primary Tumor	22.125	NA	NA	NBL, MYCN amplified	PARZCJ	BS_FHNTKFVJ	01
PARZCJ_01_Solid Tissue_Primary Tumor	22.125	NA	NA	NBL, MYCN amplified	PARZCJ	TARGET-30-PARZCJ-01A-01D.M	01
PARZCJ_01_Solid Tissue_Primary Tumor	22.125	NA	NA	NBL, MYCN amplified	PARZCJ	TARGET-30-PARZCJ-01A-01R	01
PARZHA_01_Solid Tissue_Primary Tumor	68.06	NA	NA	NBL, MYCN amplified	PARZHA	TARGET-30-PARZHA-01A-01D.M	01
PARZHA_01_Solid Tissue_Primary Tumor	68.06	NA	NA	NBL, MYCN amplified	PARZHA	TARGET-30-PARZHA-01A-01R	01
PASAGA_01_Solid Tissue_Primary Tumor	11.82	NA	NA	NBL, MYCN non-amplified	PASAGA	BS_7MXT22QP	01
PASAGA_01_Solid Tissue_Primary Tumor	11.82	NA	NA	NBL, MYCN non-amplified	PASAGA	BS_9R8GFR36	01
PASAHC_01_Solid Tissue_Primary Tumor	20.59	NA	NA	NBL, MYCN amplified	PASAHC	BS_AFRGW493	01
PASAHC_01_Solid Tissue_Primary Tumor	20.59	NA	NA	NBL, MYCN amplified	PASAHC	BS_Z2G9EG1X	01
PASAHC_01_Solid Tissue_Primary Tumor	20.59	NA	NA	NBL, MYCN amplified	PASAHC	TARGET-30-PASAHC-01A-01D	01
PASAVJ_01_Solid Tissue_Primary Tumor	21.16	NA	NA	NBL, MYCN amplified	PASAVJ	BS_28ZRHXX8	01
PASAVJ_01_Solid Tissue_Primary Tumor	21.16	NA	NA	NBL, MYCN amplified	PASAVJ	BS_J3707KE2	01
PASAVJ_01_Solid Tissue_Primary Tumor	21.16	NA	NA	NBL, MYCN amplified	PASAVJ	TARGET-30-PASAVJ-01A-01D	01
PASCFC_01_Solid Tissue_Primary Tumor	54.22	NA	NA	NBL, MYCN amplified	PASCFC	TARGET-30-PASCFC-01A-01D.M	01
PASCFC_01_Solid Tissue_Primary Tumor	54.22	NA	NA	NBL, MYCN amplified	PASCFC	TARGET-30-PASCFC-01A-01R	01
PASCTR_01_Solid Tissue_Primary Tumor	38.9	NA	NA	NBL, MYCN amplified	PASCTR	TARGET-30-PASCTR-01A-01D.M	01
PASCTR_01_Solid Tissue_Primary Tumor	38.9	NA	NA	NBL, MYCN amplified	PASCTR	TARGET-30-PASCTR-01A-01R	01
PASDYT_01_Solid Tissue_Primary Tumor	17.46	NA	NA	NBL, MYCN amplified	PASDYT	BS_B6E0477K	01
PASDYT_01_Solid Tissue_Primary Tumor	17.46	NA	NA	NBL, MYCN amplified	PASDYT	BS_N13KZYRR	01
PASDYT_01_Solid Tissue_Primary Tumor	17.46	NA	NA	NBL, MYCN amplified	PASDYT	TARGET-30-PASDYT-01A-01D	01
PASFCG_01_Solid Tissue_Primary Tumor	24.8	NA	NA	NBL, MYCN amplified	PASFCG	BS_PQFKEKEW	01
PASFCG_01_Solid Tissue_Primary Tumor	24.8	NA	NA	NBL, MYCN amplified	PASFCG	BS_WR5VE59B	01
PASFCG_01_Solid Tissue_Primary Tumor	24.8	NA	NA	NBL, MYCN amplified	PASFCG	TARGET-30-PASFCG-01A-01D	01
PASFEU_01_Solid Tissue_Primary Tumor	1.62	NA	NA	NBL, MYCN non-amplified	PASFEU	BS_KE5D12KG	01
PASFEU_01_Solid Tissue_Primary Tumor	1.62	NA	NA	NBL, MYCN non-amplified	PASFEU	BS_W3ZSVEVP	01
PASFIC_01_Solid Tissue_Primary Tumor	23.605	NA	NA	NBL, MYCN amplified	PASFIC	BS_DYHEFXJC	01
PASFIC_01_Solid Tissue_Primary Tumor	23.605	NA	NA	NBL, MYCN amplified	PASFIC	BS_W22EEJCZ	01
PASFIC_01_Solid Tissue_Primary Tumor	23.605	NA	NA	NBL, MYCN amplified	PASFIC	TARGET-30-PASFIC-01A-01D.M	01
PASFIC_01_Solid Tissue_Primary Tumor	23.605	NA	NA	NBL, MYCN amplified	PASFIC	TARGET-30-PASFIC-01A-01R	01
PASGAP_02_Solid Tissue_Recurrence	10.98	NA	NA	NBL, MYCN non-amplified	PASGAP	TARGET-30-PASGAP-02A-01D.M	02
PASGAP_02_Solid Tissue_Recurrence	10.98	NA	NA	NBL, MYCN non-amplified	PASGAP	TARGET-30-PASGAP-02A-01R	02
PASGBE_01_Solid Tissue_Primary Tumor	2.34	NA	NA	NBL, MYCN amplified	PASGBE	BS_43R2B7DR	01
PASGGD_01_Solid Tissue_Primary Tumor	13.74	NA	NA	NBL, MYCN non-amplified	PASGGD	BS_A2HY1DZA	01
PASGGD_01_Solid Tissue_Primary Tumor	13.74	NA	NA	NBL, MYCN non-amplified	PASGGD	BS_QKTJ4QY9	01
PASHFA_01_Solid Tissue_Primary Tumor	422.71	NA	NA	NBL, MYCN amplified	PASHFA	TARGET-30-PASHFA-01A-01D.M	01
PASHFA_01_Solid Tissue_Primary Tumor	422.71	NA	NA	NBL, MYCN amplified	PASHFA	TARGET-30-PASHFA-01A-01R	01
PASJZC_01_Solid Tissue_Primary Tumor	35.63	NA	NA	NBL, MYCN amplified	PASJZC	TARGET-30-PASJZC-01A-01D.M	01
PASJZC_01_Solid Tissue_Primary Tumor	35.63	NA	NA	NBL, MYCN amplified	PASJZC	TARGET-30-PASJZC-01A-01R	01
PASKFM_01_Solid Tissue_Primary Tumor	50.58	NA	NA	NBL, MYCN amplified	PASKFM	BS_EE5Z0Z4J	01
PASKFM_01_Solid Tissue_Primary Tumor	50.58	NA	NA	NBL, MYCN amplified	PASKFM	BS_JQ0XD1K9	01
PASKWI_01_Solid Tissue_Primary Tumor	0.86	NA	NA	NBL, MYCN non-amplified	PASKWI	BS_3V34S6KM	01
PASKZT_01_Solid Tissue_Primary Tumor	2.05	NA	NA	NBL, MYCN amplified	PASKZT	BS_CKVK1AYV	01
PASKZT_01_Solid Tissue_Primary Tumor	2.05	NA	NA	NBL, MYCN amplified	PASKZT	BS_CZ7DWCPE	01
PASKZT_01_Solid Tissue_Primary Tumor	2.05	NA	NA	NBL, MYCN amplified	PASKZT	TARGET-30-PASKZT-01A-01D	01
PASLIH_01_Solid Tissue_Primary Tumor	20.29	NA	NA	NBL, MYCN amplified	PASLIH	BS_6KH6CXMH	01
PASLIH_01_Solid Tissue_Primary Tumor	20.29	NA	NA	NBL, MYCN amplified	PASLIH	BS_HW9CGZ29	01
PASLIH_01_Solid Tissue_Primary Tumor	20.29	NA	NA	NBL, MYCN amplified	PASLIH	TARGET-30-PASLIH-01A-01D	01
PASLPG_01_Solid Tissue_Primary Tumor	8.53	NA	NA	NBL, MYCN amplified	PASLPG	BS_9C595Y9M	01
PASLPG_01_Solid Tissue_Primary Tumor	8.53	NA	NA	NBL, MYCN amplified	PASLPG	BS_V7B79J5R	01
PASLPG_01_Solid Tissue_Primary Tumor	8.53	NA	NA	NBL, MYCN amplified	PASLPG	TARGET-30-PASLPG-01A-01D	01
PASMDM_01_Solid Tissue_Primary Tumor	37.6	NA	NA	NBL, MYCN amplified	PASMDM	TARGET-30-PASMDM-01A-01D.M	01
PASMDM_01_Solid Tissue_Primary Tumor	37.6	NA	NA	NBL, MYCN amplified	PASMDM	TARGET-30-PASMDM-01A-01R	01
PASNII_01_Solid Tissue_Primary Tumor	19.18	NA	NA	NBL, MYCN amplified	PASNII	BS_A3198WFE	01
PASNML_01_Solid Tissue_Primary Tumor	72.94	NA	NA	NBL, MYCN amplified	PASNML	TARGET-30-PASNML-01A-01D.M	01
PASNML_01_Solid Tissue_Primary Tumor	72.94	NA	NA	NBL, MYCN amplified	PASNML	TARGET-30-PASNML-01A-01R	01
PASNPG_01_Solid Tissue_Primary Tumor	39	NA	NA	NBL, MYCN amplified	PASNPG	TARGET-30-PASNPG-01A-01D.M	01
PASNPG_01_Solid Tissue_Primary Tumor	39	NA	NA	NBL, MYCN amplified	PASNPG	TARGET-30-PASNPG-01A-01R	01
PASNPG_02_Solid Tissue_Recurrence	24.6	NA	NA	NBL, MYCN amplified	PASNPG	TARGET-30-PASNPG-02A-01D.M	02
PASNPG_02_Solid Tissue_Recurrence	24.6	NA	NA	NBL, MYCN amplified	PASNPG	TARGET-30-PASNPG-02A-01R	02
PASPBZ_01_Solid Tissue_Primary Tumor	16.63	NA	NA	NBL, MYCN amplified	PASPBZ	TARGET-30-PASPBZ-01A-01D.M	01
PASPBZ_01_Solid Tissue_Primary Tumor	16.63	NA	NA	NBL, MYCN amplified	PASPBZ	TARGET-30-PASPBZ-01A-01R	01
PASSMV_01_Solid Tissue_Primary Tumor	7.74	NA	NA	NBL, MYCN amplified	PASSMV	BS_C9YD10Y4	01
PASSMV_01_Solid Tissue_Primary Tumor	7.74	NA	NA	NBL, MYCN amplified	PASSMV	BS_EXEE6TDK	01
PASSWW_01_Solid Tissue_Primary Tumor	13.53	NA	NA	NBL, MYCN non-amplified	PASSWW	BS_8S0EDFTP	01
PASSWW_01_Solid Tissue_Primary Tumor	13.53	NA	NA	NBL, MYCN non-amplified	PASSWW	BS_K9VNW7JD	01
PASSWW_01_Solid Tissue_Primary Tumor	13.53	NA	NA	NBL, MYCN non-amplified	PASSWW	TARGET-30-PASSWW-01A-01D.M	01
PASSWW_01_Solid Tissue_Primary Tumor	13.53	NA	NA	NBL, MYCN non-amplified	PASSWW	TARGET-30-PASSWW-01A-01R	01
PASTRD_01_Solid Tissue_Primary Tumor	3.16	NA	NA	NBL, MYCN amplified	PASTRD	BS_RQZZ6T97	01
PASTRD_01_Solid Tissue_Primary Tumor	3.16	NA	NA	NBL, MYCN amplified	PASTRD	BS_S01DMJ5X	01
PASTWY_01_Solid Tissue_Primary Tumor	42.87	NA	NA	NBL, MYCN amplified	PASTWY	BS_8EX2H96N	01
PASTWY_01_Solid Tissue_Primary Tumor	42.87	NA	NA	NBL, MYCN amplified	PASTWY	BS_C3KT9THS	01
PASTWY_01_Solid Tissue_Primary Tumor	42.87	NA	NA	NBL, MYCN amplified	PASTWY	TARGET-30-PASTWY-01A-01D	01
PASTZR_01_Solid Tissue_Primary Tumor	23.06	NA	NA	NBL, MYCN amplified	PASTZR	BS_HA1N9VCX	01
PASTZR_01_Solid Tissue_Primary Tumor	23.06	NA	NA	NBL, MYCN amplified	PASTZR	BS_PS8TB6Z0	01
PASUFD_01_Solid Tissue_Primary Tumor	5.99	NA	NA	NBL, MYCN amplified	PASUFD	BS_2XTH5QRD	01
PASUFD_01_Solid Tissue_Primary Tumor	5.99	NA	NA	NBL, MYCN amplified	PASUFD	BS_Y4V9JXG4	01
PASUMK_01_Solid Tissue_Primary Tumor	0.6	NA	NA	NBL, MYCN non-amplified	PASUMK	BS_9CPZ5R1T	01
PASUMK_01_Solid Tissue_Primary Tumor	0.6	NA	NA	NBL, MYCN non-amplified	PASUMK	BS_RW0JJ9BQ	01
PASUML_01_Solid Tissue_Primary Tumor	56.17	NA	NA	NBL, MYCN amplified	PASUML	TARGET-30-PASUML-01A-01D.M	01
PASUML_01_Solid Tissue_Primary Tumor	56.17	NA	NA	NBL, MYCN amplified	PASUML	TARGET-30-PASUML-01A-01R	01
PASUVU_01_Solid Tissue_Primary Tumor	24.63	NA	NA	NBL, MYCN amplified	PASUVU	BS_9PRG9CJC	01
PASUVU_01_Solid Tissue_Primary Tumor	24.63	NA	NA	NBL, MYCN amplified	PASUVU	BS_MGHRCZEV	01
PASVXS_01_Solid Tissue_Primary Tumor	9.01	NA	NA	NBL, MYCN amplified	PASVXS	BS_2SFR8Z1P	01
PASVXS_01_Solid Tissue_Primary Tumor	9.01	NA	NA	NBL, MYCN amplified	PASVXS	BS_8T0AKNMJ	01
PASWMY_01_Solid Tissue_Primary Tumor	13	NA	NA	NBL, MYCN non-amplified	PASWMY	BS_3CTRC269	01
PASWMY_01_Solid Tissue_Primary Tumor	13	NA	NA	NBL, MYCN non-amplified	PASWMY	BS_TT4PHFV7	01
PASXWF_01_Solid Tissue_Primary Tumor	2.17	NA	NA	NBL, MYCN amplified	PASXWF	BS_CD6WEHG9	01
PASXWF_01_Solid Tissue_Primary Tumor	2.17	NA	NA	NBL, MYCN amplified	PASXWF	BS_SPGHWHXY	01
PASYYZ_01_Solid Tissue_Primary Tumor	1.27	NA	NA	NBL, MYCN non-amplified	PASYYZ	BS_EPZ2H50J	01
PASYYZ_01_Solid Tissue_Primary Tumor	1.27	NA	NA	NBL, MYCN non-amplified	PASYYZ	BS_XQSEQPAZ	01
PASZKE_01_Solid Tissue_Primary Tumor	16.17	NA	NA	NBL, MYCN amplified	PASZKE	BS_XPTREBJD	01
PASZKE_01_Solid Tissue_Primary Tumor	16.17	NA	NA	NBL, MYCN amplified	PASZKE	TARGET-30-PASZKE-01A-01D.M	01
PASZKE_01_Solid Tissue_Primary Tumor	16.17	NA	NA	NBL, MYCN amplified	PASZKE	TARGET-30-PASZKE-01A-01R	01
PASZRF_01_Solid Tissue_Primary Tumor	17.59	NA	NA	NBL, MYCN amplified	PASZRF	BS_FRY5NFRY	01
PASZRF_01_Solid Tissue_Primary Tumor	17.59	NA	NA	NBL, MYCN amplified	PASZRF	BS_Y9BHAPG3	01
PATAYJ_01_Solid Tissue_Primary Tumor	40.96	NA	NA	NBL, MYCN amplified	PATAYJ	TARGET-30-PATAYJ-01A-01D.M	01
PATAYJ_01_Solid Tissue_Primary Tumor	40.96	NA	NA	NBL, MYCN amplified	PATAYJ	TARGET-30-PATAYJ-01A-01R	01
PATBCM_01_Solid Tissue_Primary Tumor	5.2	NA	NA	NBL, MYCN amplified	PATBCM	BS_FE3BY6DT	01
PATBCM_01_Solid Tissue_Primary Tumor	5.2	NA	NA	NBL, MYCN amplified	PATBCM	BS_W09W6AAS	01
PATBFN_01_Solid Tissue_Primary Tumor	33.83	NA	NA	NBL, MYCN amplified	PATBFN	BS_HCWEF4QN	01
PATBFN_01_Solid Tissue_Primary Tumor	33.83	NA	NA	NBL, MYCN amplified	PATBFN	BS_Z3BZ01S1	01
PATBGF_01_Solid Tissue_Primary Tumor	6.68	NA	NA	NBL, MYCN amplified	PATBGF	BS_7W42FH5A	01
PATBGF_01_Solid Tissue_Primary Tumor	6.68	NA	NA	NBL, MYCN amplified	PATBGF	BS_M462FWS9	01
PATBHY_01_Solid Tissue_Primary Tumor	16.32	NA	NA	NBL, MYCN amplified	PATBHY	BS_NQP7B1SY	01
PATBHY_01_Solid Tissue_Primary Tumor	16.32	NA	NA	NBL, MYCN amplified	PATBHY	TARGET-30-PATBHY-01A-01D	01
PATCMD_01_Solid Tissue_Primary Tumor	43.2	NA	NA	NBL, MYCN amplified	PATCMD	BS_MYNJDVWV	01
PATCVK_01_Solid Tissue_Primary Tumor	15.78	NA	NA	NBL, MYCN amplified	PATCVK	BS_F92J3KBA	01
PATCVK_01_Solid Tissue_Primary Tumor	15.78	NA	NA	NBL, MYCN amplified	PATCVK	BS_JWXQFZY9	01
PATDKL_01_Solid Tissue_Primary Tumor	3.77	NA	NA	NBL, MYCN amplified	PATDKL	BS_TWN989ZD	01
PATDKL_01_Solid Tissue_Primary Tumor	3.77	NA	NA	NBL, MYCN amplified	PATDKL	BS_YF5NCTGA	01
PATDWR_01_Solid Tissue_Primary Tumor	15.89	NA	NA	NBL, MYCN amplified	PATDWR	BS_4A1CKAXN	01
PATDWR_01_Solid Tissue_Primary Tumor	15.89	NA	NA	NBL, MYCN amplified	PATDWR	BS_XWKDJ2M6	01
PATEEE_01_Solid Tissue_Primary Tumor	8.55	NA	NA	NBL, MYCN amplified	PATEEE	BS_WFZG82XZ	01
PATEEE_01_Solid Tissue_Primary Tumor	8.55	NA	NA	NBL, MYCN amplified	PATEEE	BS_XFFQR05Z	01
PATETW_01_Solid Tissue_Primary Tumor	17.35	NA	NA	NBL, MYCN amplified	PATETW	BS_3GRJH3PS	01
PATETW_01_Solid Tissue_Primary Tumor	17.35	NA	NA	NBL, MYCN amplified	PATETW	BS_K5DHTP34	01
PATFTR_01_Solid Tissue_Primary Tumor	27.57	NA	NA	NBL, MYCN amplified	PATFTR	BS_GTFHNG3R	01
PATFTR_01_Solid Tissue_Primary Tumor	27.57	NA	NA	NBL, MYCN amplified	PATFTR	BS_XQC9PNZP	01
PATFTR_01_Solid Tissue_Primary Tumor	27.57	NA	NA	NBL, MYCN amplified	PATFTR	TARGET-30-PATFTR-01A-01D	01
PATGIW_01_Solid Tissue_Primary Tumor	6.43	NA	NA	NBL, MYCN amplified	PATGIW	BS_JBKQ59CW	01
PATGIW_01_Solid Tissue_Primary Tumor	6.43	NA	NA	NBL, MYCN amplified	PATGIW	BS_VKK21QBZ	01
PATGJU_01_Solid Tissue_Primary Tumor	26.34	NA	NA	NBL, MYCN amplified	PATGJU	TARGET-30-PATGJU-01A-01D.M	01
