hallmark_name	contrast	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_APICAL_JUNCTION	Hematologic malignancy-Embryonal tumor	-0.43780234130185874	3.808064974464287e-14	1.9040324872321435e-12	TRUE	TRUE
HALLMARK_APICAL_SURFACE	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.09240418516430926	0.08100556569865891	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.29878804519198743	2.6764916882804357e-7	1.3382458441402179e-5	TRUE	TRUE
HALLMARK_APICAL_SURFACE	Hematologic malignancy-Embryonal tumor	-0.3911922303562967	6.405986852087153e-14	3.2029934260435766e-12	TRUE	TRUE
HALLMARK_APOPTOSIS	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.09944393220097869	0.07702038247208509	1	FALSE	FALSE
HALLMARK_APOPTOSIS	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.326169249084875	1.343128641639879e-7	6.7156432081993955e-6	TRUE	TRUE
HALLMARK_APOPTOSIS	Hematologic malignancy-Embryonal tumor	-0.22672531688389627	1.678705668362035e-6	8.393528341810175e-5	TRUE	TRUE
HALLMARK_BILE_ACID_METABOLISM	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.35315690182310083	6.328271240363392e-14	3.164135620181696e-12	TRUE	TRUE
HALLMARK_BILE_ACID_METABOLISM	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.7265044986481319	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_BILE_ACID_METABOLISM	Hematologic malignancy-Embryonal tumor	-0.3733475968250311	6.272760089132134e-14	3.1363800445660672e-12	TRUE	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.2757127427779127	1.0285335261261963e-7	5.1426676306309815e-6	TRUE	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.7928200094582698	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Hematologic malignancy-Embryonal tumor	-0.5171072666803571	5.051514762044462e-14	2.525757381022231e-12	TRUE	TRUE
HALLMARK_COAGULATION	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.11718837210441893	0.027882418674244347	1	FALSE	FALSE
HALLMARK_COAGULATION	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5001022384491003	6.605826996519681e-14	3.3029134982598407e-12	TRUE	TRUE
HALLMARK_COAGULATION	Hematologic malignancy-Embryonal tumor	-0.3829138663446814	6.539213615042172e-14	3.269606807521086e-12	TRUE	TRUE
HALLMARK_COMPLEMENT	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.1617999454322451	0.001165864179258902	0.0582932089629451	TRUE	FALSE
HALLMARK_COMPLEMENT	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.37206869069267556	1.171909347341682e-9	5.85954673670841e-8	TRUE	TRUE
HALLMARK_COMPLEMENT	Hematologic malignancy-Embryonal tumor	-0.2102687452604305	7.0725185405962065e-6	3.5362592702981033e-4	TRUE	TRUE
HALLMARK_DNA_REPAIR	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.21957038043151528	6.842212931790215e-7	3.4211064658951074e-5	TRUE	TRUE
HALLMARK_DNA_REPAIR	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.30684907334362577	3.6600786068596847e-08	1.8300393034298423e-6	TRUE	TRUE
HALLMARK_DNA_REPAIR	Hematologic malignancy-Embryonal tumor	-0.526419453775141	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_E2F_TARGETS	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.35253983620944884	2.410997797241965e-5	0.0012054988986209825	TRUE	TRUE
HALLMARK_E2F_TARGETS	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	0.015022541057680139	0.9869392239259558	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	Hematologic malignancy-Embryonal tumor	-0.3375172951517687	2.7473504789710113e-5	0.0013736752394855056	TRUE	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.08828066868728382	0.3649853557571976	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5773262829514321	7.135680935022037e-11	3.5678404675110187e-9	TRUE	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Hematologic malignancy-Embryonal tumor	-0.6656069516387159	6.072919944699606e-14	3.036459972349803e-12	TRUE	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.24109017447019657	7.881698627087985e-9	3.9408493135439926e-7	TRUE	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5728090341392714	4.0745185003743245e-14	2.0372592501871623e-12	TRUE	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Hematologic malignancy-Embryonal tumor	-0.33171885966907483	6.461498003318411e-14	3.2307490016592055e-12	TRUE	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.20025064480790242	7.645702138070476e-8	3.822851069035238e-6	TRUE	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5524056021167293	3.674838211509268e-14	1.837419105754634e-12	TRUE	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	Hematologic malignancy-Embryonal tumor	-0.3521549573088269	6.050715484207103e-14	3.0253577421035516e-12	TRUE	TRUE
HALLMARK_FATTY_ACID_METABOLISM	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.15826141979097524	2.894751418957009e-4	0.014473757094785045	TRUE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.663038828219016	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_FATTY_ACID_METABOLISM	Hematologic malignancy-Embryonal tumor	-0.5047774084280408	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_G2M_CHECKPOINT	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.2627019554721886	0.0030489741333152853	0.15244870666576427	TRUE	FALSE
HALLMARK_G2M_CHECKPOINT	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	0.047389130766582965	0.8834122249982328	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Hematologic malignancy-Embryonal tumor	-0.21531282470560564	0.014421516828169167	0.7210758414084584	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.0650280750420793	0.1251395571577174	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5668376707299738	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_GLYCOLYSIS	Hematologic malignancy-Embryonal tumor	-0.5018095956878945	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_HEDGEHOG_SIGNALING	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.05911718864056656	0.2984062286493887	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5432784522459152	5.695444116327053e-14	2.8477220581635265e-12	TRUE	TRUE
HALLMARK_HEDGEHOG_SIGNALING	Hematologic malignancy-Embryonal tumor	-0.6023956408864818	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_HEME_METABOLISM	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.23408038661062328	4.397868902383806e-8	2.198934451191903e-6	TRUE	TRUE
HALLMARK_HEME_METABOLISM	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.3535786653297162	6.840827904142088e-11	3.420413952071044e-9	TRUE	TRUE
HALLMARK_HEME_METABOLISM	Hematologic malignancy-Embryonal tumor	-0.11949827871909294	0.0058461879927868	0.29230939963934	TRUE	FALSE
HALLMARK_HYPOXIA	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.13946417431204317	0.006508903927318843	0.32544519636594216	TRUE	FALSE
HALLMARK_HYPOXIA	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.486716390502815	7.294165271787278e-14	3.647082635893639e-12	TRUE	TRUE
HALLMARK_HYPOXIA	Hematologic malignancy-Embryonal tumor	-0.34725221619077185	3.240741008880832e-13	1.620370504440416e-11	TRUE	TRUE
HALLMARK_IL2_STAT5_SIGNALING	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.05923327705440438	0.5052270816864977	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.24694497718367492	8.237227059526564e-4	0.04118613529763282	TRUE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Hematologic malignancy-Embryonal tumor	-0.18771170012927052	8.858246846463746e-4	0.04429123423231873	TRUE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.11543196862421003	0.11418651870595087	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.14512258527216215	0.11566471301171477	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Hematologic malignancy-Embryonal tumor	-0.02969061664795214	0.8545879204825826	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.23290379427010152	3.288484896230015e-4	0.016442424481150075	TRUE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.25954965820005815	0.0017655844616196736	0.08827922308098368	TRUE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Hematologic malignancy-Embryonal tumor	-0.026645863929956604	0.8868313779535275	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.18546818613312394	0.001119362053593198	0.055968102679659903	TRUE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.1665969873098077	0.029213239509188638	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Hematologic malignancy-Embryonal tumor	0.018871198823316226	0.9232888822880342	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.11899366315621118	0.028983044195433294	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.1264014462502191	0.079441630135582475	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Hematologic malignancy-Embryonal tumor	-0.007407783094007914	0.9849120562481396	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.06869564929434835	0.008359679878449877	0.41798399392249386	TRUE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.33184498438592075	4.4075854077618715e-14	2.2037927038809357e-12	TRUE	TRUE
HALLMARK_KRAS_SIGNALING_DN	Hematologic malignancy-Embryonal tumor	-0.26314933509157246	3.852473895449293e-14	1.9262369477246466e-12	TRUE	TRUE
HALLMARK_KRAS_SIGNALING_UP	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.1691817118749095	7.049079344475517e-4	0.03524539672237759	TRUE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.4336149204431041	2.8033131371785203e-12	1.4016565685892601e-10	TRUE	TRUE
HALLMARK_KRAS_SIGNALING_UP	Hematologic malignancy-Embryonal tumor	-0.26443320856819463	1.8128782253157283e-8	9.064391126578641e-7	TRUE	TRUE
HALLMARK_MITOTIC_SPINDLE	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.06044863079415437	0.4238739046136254	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.2325448556006679	5.071846695217097e-4	0.025359233476085485	TRUE	FALSE
HALLMARK_MITOTIC_SPINDLE	Hematologic malignancy-Embryonal tumor	-0.29299348639482226	4.8265497154531545e-9	2.413274857726577e-7	TRUE	TRUE
HALLMARK_MTORC1_SIGNALING	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.11557145550043135	0.0442269001988449	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5141979236022951	7.538414337204813e-14	3.7692071686024065e-12	TRUE	TRUE
HALLMARK_MTORC1_SIGNALING	Hematologic malignancy-Embryonal tumor	-0.3986264681018638	6.816769371198461e-14	3.4083846855992306e-12	TRUE	TRUE
HALLMARK_MYC_TARGETS_V1	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.1640887780841096	0.02188836902200908	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V1	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.2565830433726827	0.0030586421826075405	0.15293210913037703	TRUE	FALSE
HALLMARK_MYC_TARGETS_V1	Hematologic malignancy-Embryonal tumor	-0.42067182145679227	4.695921429487271e-11	2.3479607147436354e-9	TRUE	TRUE
HALLMARK_MYC_TARGETS_V2	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.23585365797847005	0.0028164254165337077	0.14082127082668539	TRUE	FALSE
HALLMARK_MYC_TARGETS_V2	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.2791562925781625	0.005520477493761278	0.2760238746880639	TRUE	FALSE
HALLMARK_MYC_TARGETS_V2	Hematologic malignancy-Embryonal tumor	-0.5150099505566326	3.1081803797405883e-12	1.554090189870294e-10	TRUE	TRUE
HALLMARK_MYOGENESIS	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.09610294828249814	0.07553255547152182	1	FALSE	FALSE
HALLMARK_MYOGENESIS	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.6302234344298688	4.5852210917018965e-14	2.2926105458509483e-12	TRUE	TRUE
HALLMARK_MYOGENESIS	Hematologic malignancy-Embryonal tumor	-0.5341204861473707	3.674838211509268e-14	1.837419105754634e-12	TRUE	TRUE
HALLMARK_NOTCH_SIGNALING	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.31563674695436195	1.4009160498318352e-10	7.004580249159176e-9	TRUE	TRUE
HALLMARK_NOTCH_SIGNALING	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.8202851215509704	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_NOTCH_SIGNALING	Hematologic malignancy-Embryonal tumor	-0.5046483745966085	4.4075854077618715e-14	2.2037927038809357e-12	TRUE	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.06275892854598136	0.41755211598249886	1	FALSE	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.6739402009848715	5.828670879282072e-14	2.914335439641036e-12	TRUE	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Hematologic malignancy-Embryonal tumor	-0.6111812724388902	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_P53_PATHWAY	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.11942175110381835	0.013919009585747655	0.6959504792873827	FALSE	FALSE
HALLMARK_P53_PATHWAY	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.4261711718183072	2.5479618415147343e-13	1.2739809207573671e-11	TRUE	TRUE
HALLMARK_P53_PATHWAY	Hematologic malignancy-Embryonal tumor	-0.3067494207144889	3.4645619706452635e-12	1.7322809853226318e-10	TRUE	TRUE
HALLMARK_PANCREAS_BETA_CELLS	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.0023488848301885523	0.996787468590461	1	FALSE	FALSE
HALLMARK_PANCREAS_BETA_CELLS	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.41288094250724994	6.006306563222097e-14	3.0031532816110484e-12	TRUE	TRUE
HALLMARK_PANCREAS_BETA_CELLS	Hematologic malignancy-Embryonal tumor	-0.41053205767706136	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_PEROXISOME	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.14123308751009456	5.079091609924147e-4	0.025395458049620734	TRUE	FALSE
HALLMARK_PEROXISOME	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.6361497442561654	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_PEROXISOME	Hematologic malignancy-Embryonal tumor	-0.4949166567460709	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.03931157577147866	0.6230964131449184	1	FALSE	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.26850511877742667	3.0693625905353628e-6	1.5346812952676814e-4	TRUE	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	Hematologic malignancy-Embryonal tumor	-0.22919354300594802	1.7589023471042964e-7	8.794511735521482e-6	TRUE	TRUE
HALLMARK_PROTEIN_SECRETION	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.3003593243104232	2.1665014949823203e-6	1.0832507474911601e-4	TRUE	TRUE
HALLMARK_PROTEIN_SECRETION	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.7808255378099529	6.117328865684613e-14	3.0586644328423063e-12	TRUE	TRUE
HALLMARK_PROTEIN_SECRETION	Hematologic malignancy-Embryonal tumor	-0.4804662134995296	7.671641100159832e-14	3.835820550079916e-12	TRUE	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.11716234797142178	0.0180462884671434	0.90231442335717	FALSE	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.45287694123706307	8.115730310009894e-14	4.057865155004947e-12	TRUE	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Hematologic malignancy-Embryonal tumor	-0.33571459326564135	1.4577228313328305e-13	7.288614156664153e-12	TRUE	TRUE
HALLMARK_SPERMATOGENESIS	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.06516528599494326	0.045073797915346825	1	FALSE	FALSE
HALLMARK_SPERMATOGENESIS	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.2798106586466499	1.354472090042691e-13	6.772360450213455e-12	TRUE	TRUE
HALLMARK_SPERMATOGENESIS	Hematologic malignancy-Embryonal tumor	-0.3449759446415931	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_TGF_BETA_SIGNALING	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.3262387592500574	5.560810156790552e-8	2.780405078395276e-6	TRUE	TRUE
HALLMARK_TGF_BETA_SIGNALING	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5495995695635487	7.881473251813986e-13	3.940736625906993e-11	TRUE	TRUE
HALLMARK_TGF_BETA_SIGNALING	Hematologic malignancy-Embryonal tumor	-0.2233608103134913	1.409824286610073e-4	0.007049121433050365	TRUE	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.24560939907914348	5.370791564095478e-4	0.026853957820477392	TRUE	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.2889697781676356	0.0013626972094147316	0.06813486047073658	TRUE	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	Hematologic malignancy-Embryonal tumor	-0.04336037908849211	0.7654980204672708	1	FALSE	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	0.02213300562086422	0.8977788709363728	1	FALSE	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.4548077079549727	2.6418978116282688e-11	1.3209489058141344e-9	TRUE	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Hematologic malignancy-Embryonal tumor	-0.4769407135758369	6.483702463810914e-14	3.241851231905457e-12	TRUE	TRUE
HALLMARK_UV_RESPONSE_DN	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.1890704973610311	1.6691880521246816e-4	0.008345940260623408	TRUE	TRUE
HALLMARK_UV_RESPONSE_DN	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.6221087032881959	5.850875339774575e-14	2.9254376698872875e-12	TRUE	TRUE
HALLMARK_UV_RESPONSE_DN	Hematologic malignancy-Embryonal tumor	-0.43303820592716485	6.583622536027178e-14	3.291811268013589e-12	TRUE	TRUE
HALLMARK_UV_RESPONSE_UP	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.08903660396827197	0.012081689394613404	0.6040844697306702	FALSE	FALSE
HALLMARK_UV_RESPONSE_UP	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.4345049583203867	5.029310301551959e-14	2.5146551507759796e-12	TRUE	TRUE
HALLMARK_UV_RESPONSE_UP	Hematologic malignancy-Embryonal tumor	-0.34546835435211476	4.2299497238218464e-14	2.1149748619109232e-12	TRUE	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.16391567972720378	2.0219175615787677e-5	0.0010109587807893838	TRUE	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.4906829720193555	5.473399511402022e-14	2.736699755701011e-12	TRUE	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	Hematologic malignancy-Embryonal tumor	-0.32676729229215173	6.572520305780927e-14	3.2862601528904634e-12	TRUE	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.1658913742590255	8.739508229327342e-6	4.369754114663671e-4	TRUE	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.5731495795678928	3.652633751016765e-14	1.8263168755083825e-12	TRUE	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	Hematologic malignancy-Embryonal tumor	-0.4072582053088673	3.7192471324942744e-14	1.8596235662471372e-12	TRUE	TRUE
