Tumor_Sample_Barcode	experimental_strategy	mutation_count	region_size	tmb
BS_BP7PZPZV	WGS	5	2923762389	0.0017101252888440518
BS_BPXHZ3Y0	WGS	6	2923762389	0.002052150346612862
BS_BQ81D2BP	WGS	16	2923762389	0.005472400924300966
BS_BQFG5VKJ	WGS	4	2923762389	0.0013681002310752415
BS_BQWMQM2Y	WGS	20	2923762389	0.006840501155376207
BS_BR1X3R68	WGS	22	2923762389	0.007524551270913828
BS_BS5X4H0Y	WGS	8	2923762389	0.002736200462150483
BS_BSM3ZHW4	WGS	7	2923762389	0.0023941754043816724
BS_BTRGQHM4	WGS	9	2923762389	0.0030782255199192934
BS_BTSF22DW	WGS	46	2923762389	0.015733152657365277
BS_BVAVPKKN	WGS	10	2923762389	0.0034202505776881036
BS_BVD7PWP5	WGS	3	2923762389	0.001026075173306431
BS_BWFPV7K7	WGS	2	2923762389	6.840501155376208e-4
BS_BWZTMWTM	WGS	12	2923762389	0.004104300693225724
BS_BX8AR74E	WGS	25	2923762389	0.00855062644422026
BS_BXP1F9HR	WGS	11	2923762389	0.003762275635456914
BS_BYJDRXMK	WGS	3	2923762389	0.001026075173306431
BS_BYMV4DS7	WGS	6	2923762389	0.002052150346612862
BS_BYNGYA6A	WGS	46	2923762389	0.015733152657365277
BS_BZ4GKDP4	WGS	1	2923762389	3.420250577688104e-4
BS_BZWCABRY	WGS	13	2923762389	0.004446325750994535
BS_BZWM455T	WGS	9	2923762389	0.0030782255199192934
BS_C08DKZFP	WGS	75	2923762389	0.025651879332660776
BS_C0YDDQKB	WGS	3	2923762389	0.001026075173306431
BS_C19DFVR5	WGS	21	2923762389	0.007182526213145018
BS_C1RRDNF5	WGS	19	2923762389	0.0064984760976073965
BS_C2NH5FDT	WGS	25	2923762389	0.00855062644422026
BS_C2ZBPPW4	WGS	7	2923762389	0.0023941754043816724
BS_C3KT9THS	WGS	6	2923762389	0.002052150346612862
BS_C3X4AEK5	WGS	25	2923762389	0.00855062644422026
BS_C4WJZS6W	WGS	47	2923762389	0.016075177715134087
BS_C5RDMCCS	WGS	4	2923762389	0.0013681002310752415
BS_C5T2HCZQ	WGS	7	2923762389	0.0023941754043816724
BS_C64R2V60	WGS	14	2923762389	0.004788350808763345
BS_C6GBYR17	WGS	7	2923762389	0.0023941754043816724
BS_C6NB914B	WGS	25	2923762389	0.00855062644422026
BS_C6T8F9K7	WGS	20	2923762389	0.006840501155376207
BS_C8T56CWR	WGS	5	2923762389	0.0017101252888440518
BS_C9NE8QMR	WGS	13	2923762389	0.004446325750994535
BS_C9TNGEA0	WGS	4	2923762389	0.0013681002310752415
BS_C9YD10Y4	WGS	10	2923762389	0.0034202505776881036
BS_CA0Z7KVF	WGS	5	2923762389	0.0017101252888440518
BS_CA4CRZKP	WGS	382	2923762389	0.13065357206768555
BS_CASKCRB8	WGS	1	2923762389	3.420250577688104e-4
BS_CBHR1061	WGS	12	2923762389	0.004104300693225724
BS_CBMAWSAR	WGS	20	2923762389	0.006840501155376207
BS_CCHHH752	WGS	29	2923762389	0.009918726675295501
BS_CCK2ZSTR	WGS	5	2923762389	0.0017101252888440518
BS_CD6KRB1K	WGS	5	2923762389	0.0017101252888440518
BS_CD7AXQM8	WGS	22	2923762389	0.007524551270913828
BS_CDKC1E2B	WGS	9	2923762389	0.0030782255199192934
BS_CFEWVDG1	WGS	7	2923762389	0.0023941754043816724
BS_CFPWSZB5	WGS	5	2923762389	0.0017101252888440518
BS_CG9KDK95	WGS	1	2923762389	3.420250577688104e-4
BS_CGCNC41M	WGS	16	2923762389	0.005472400924300966
BS_CGGJZ5Q1	WGS	9	2923762389	0.0030782255199192934
BS_CGXTFM67	WGS	17	2923762389	0.005814425982069776
BS_CH0ZV29W	WGS	24	2923762389	0.008208601386451448
BS_CH19M67E	WGS	2	2923762389	6.840501155376208e-4
BS_CHAFNK64	WGS	14	2923762389	0.004788350808763345
BS_CHFJZQWR	WGS	41	2923762389	0.014023027368521224
BS_CJ2G78ZZ	WGS	51	2923762389	0.01744327794620933
BS_CJK43QXK	WGS	11	2923762389	0.003762275635456914
BS_CK7CPM73	WGS	26	2923762389	0.00889265150198907
BS_CKBVDKGE	WGS	10	2923762389	0.0034202505776881036
BS_CKHDFEEF	WGS	9	2923762389	0.0030782255199192934
BS_CKVK1AYV	WGS	1	2923762389	3.420250577688104e-4
BS_CKXK0DK7	WGS	10	2923762389	0.0034202505776881036
BS_CKY2TTXG	WGS	34	2923762389	0.011628851964139552
BS_CN7PB0DN	WGS	28	2923762389	0.00957670161752669
BS_CNNBPEXA	WGS	9	2923762389	0.0030782255199192934
BS_CP435MAC	WGS	8	2923762389	0.002736200462150483
BS_CP8741SX	WGS	15	2923762389	0.0051303758665321554
BS_CPGZYTHM	WGS	8	2923762389	0.002736200462150483
BS_CPYV7AHD	WGS	31	2923762389	0.01060277679083312
BS_CPZZR2R7	WGS	6	2923762389	0.002052150346612862
BS_CQ40NN4X	WGS	22	2923762389	0.007524551270913828
BS_CQ8C6X4X	WGS	10	2923762389	0.0034202505776881036
BS_CQC29CK5	WGS	34	2923762389	0.011628851964139552
BS_CQGP9NX9	WGS	8	2923762389	0.002736200462150483
BS_CRKBDAYZ	WGS	9	2923762389	0.0030782255199192934
BS_CSAS6ZJC	WGS	7	2923762389	0.0023941754043816724
BS_CSGEJF3E	WGS	11	2923762389	0.003762275635456914
BS_CSR94D80	WGS	11	2923762389	0.003762275635456914
BS_CSY11X7E	WGS	16	2923762389	0.005472400924300966
BS_CSZBHDKV	WGS	8	2923762389	0.002736200462150483
BS_CSZQAS8E	WGS	37	2923762389	0.012654927137445983
BS_CV1QXWG1	WGS	4	2923762389	0.0013681002310752415
BS_CWPHVM94	WGS	17	2923762389	0.005814425982069776
BS_CWQ35N2K	WGS	13	2923762389	0.004446325750994535
BS_CWYM07MR	WGS	7	2923762389	0.0023941754043816724
BS_CXCKHP3Z	WGS	9	2923762389	0.0030782255199192934
BS_CXDKK6KS	WGS	3	2923762389	0.001026075173306431
BS_CXN0498B	WGS	6	2923762389	0.002052150346612862
BS_CY3P3Z2T	WGS	29	2923762389	0.009918726675295501
BS_CZ6XFMAW	WGS	34	2923762389	0.011628851964139552
BS_CZDWDC2B	WGS	6	2923762389	0.002052150346612862
BS_CZH321FD	WGS	5	2923762389	0.0017101252888440518
BS_CZKR2J79	WGS	2	2923762389	6.840501155376208e-4
BS_CZRA594T	WGS	14	2923762389	0.004788350808763345
BS_D008KA45	WGS	14	2923762389	0.004788350808763345
BS_D0462WJB	WGS	7	2923762389	0.0023941754043816724
BS_D07BTXVS	WGS	3	2923762389	0.001026075173306431
BS_D09VWF8H	WGS	8	2923762389	0.002736200462150483
BS_D0E2AGVJ	WGS	6	2923762389	0.002052150346612862
BS_D0RG5N5H	WGS	10	2923762389	0.0034202505776881036
BS_D119Z11C	WGS	2	2923762389	6.840501155376208e-4
BS_D1Q6WB0B	WGS	10	2923762389	0.0034202505776881036
BS_D1VAAD95	WGS	8	2923762389	0.002736200462150483
BS_D2BZ25FW	WGS	2	2923762389	6.840501155376208e-4
BS_D2G5ZBJ4	WGS	6	2923762389	0.002052150346612862
BS_D2WQA9S4	WGS	9	2923762389	0.0030782255199192934
BS_D368BNRD	WGS	31	2923762389	0.01060277679083312
BS_D3BH8D4Y	WGS	20	2923762389	0.006840501155376207
BS_D3KVGMRJ	WGS	29	2923762389	0.009918726675295501
BS_D3N3FG7Y	WGS	11	2923762389	0.003762275635456914
BS_D3XVXF05	WGS	14	2923762389	0.004788350808763345
BS_D3Z495GB	WGS	248	2923762389	0.08482221432666497
BS_D3ZV6MMY	WGS	4	2923762389	0.0013681002310752415
BS_D4844MVS	WGS	111	2923762389	0.03796478141233795
BS_D4ECQVRX	WGS	18	2923762389	0.006156451039838587
BS_D4T5Q8Q8	WGS	11	2923762389	0.003762275635456914
BS_D59VEERR	WGS	14	2923762389	0.004788350808763345
BS_D67XNVBS	WGS	4	2923762389	0.0013681002310752415
BS_D6FEADYR	WGS	7	2923762389	0.0023941754043816724
BS_D6STCMQS	WGS	49	2923762389	0.016759227830671707
BS_D6XHKZDZ	WGS	5	2923762389	0.0017101252888440518
BS_D7442ACV	WGS	34	2923762389	0.011628851964139552
BS_D8H43Q28	WGS	10	2923762389	0.0034202505776881036
BS_D9BP1QN2	WGS	12	2923762389	0.004104300693225724
BS_D9T75W2D	WGS	8	2923762389	0.002736200462150483
BS_DAEM3WRX	WGS	9	2923762389	0.0030782255199192934
BS_DAX3YVG0	WGS	12	2923762389	0.004104300693225724
BS_DAZVXFNQ	WGS	35	2923762389	0.011970877021908364
BS_DB549DHZ	WGS	2	2923762389	6.840501155376208e-4
BS_DC7RQ790	WGS	2	2923762389	6.840501155376208e-4
BS_DC7XYYG8	WGS	23	2923762389	0.007866576328682639
BS_DD08M2NA	WGS	30	2923762389	0.010260751733064311
BS_DE15TM8V	WGS	7	2923762389	0.0023941754043816724
BS_DE26D072	WGS	47	2923762389	0.016075177715134087
BS_DF6VTW0D	WGS	9	2923762389	0.0030782255199192934
BS_DFJYRYV1	WGS	3	2923762389	0.001026075173306431
BS_DGG7YE8R	WGS	15	2923762389	0.0051303758665321554
BS_DGV11G69	WGS	23	2923762389	0.007866576328682639
BS_DH86PF5A	WGS	30	2923762389	0.010260751733064311
BS_DH9NX6ZR	WGS	23	2923762389	0.007866576328682639
BS_DHC9SHF6	WGS	47	2923762389	0.016075177715134087
BS_DHVDNH44	WGS	13	2923762389	0.004446325750994535
BS_DJDPPD3J	WGS	9	2923762389	0.0030782255199192934
BS_DJEVCH34	WGS	12	2923762389	0.004104300693225724
BS_DKB694QC	WGS	5	2923762389	0.0017101252888440518
BS_DKF4CQB4	WGS	13	2923762389	0.004446325750994535
BS_DM0358AQ	WGS	4	2923762389	0.0013681002310752415
BS_DMBNB0EP	WGS	5	2923762389	0.0017101252888440518
BS_DMEE87DG	WGS	7	2923762389	0.0023941754043816724
BS_DPRBAXTR	WGS	29	2923762389	0.009918726675295501
BS_DRTPRG5Q	WGS	419	2923762389	0.14330849920513156
BS_DRVEFVQ5	WGS	35	2923762389	0.011970877021908364
BS_DSRV1G64	WGS	3	2923762389	0.001026075173306431
BS_DT92H1MJ	WGS	18	2923762389	0.006156451039838587
BS_DV8XBC4X	WGS	16	2923762389	0.005472400924300966
BS_DVD8DXJK	WGS	12	2923762389	0.004104300693225724
BS_DVDT4VXQ	WGS	28	2923762389	0.00957670161752669
BS_DVQYQSVW	WGS	10	2923762389	0.0034202505776881036
BS_DW1CYEXP	WGS	11	2923762389	0.003762275635456914
BS_DWSKVGZ9	WGS	62	2923762389	0.02120555358166624
BS_DWYR5CTE	WGS	9	2923762389	0.0030782255199192934
BS_DX3CGG44	WGS	7	2923762389	0.0023941754043816724
BS_DY0HRE4P	WGS	3	2923762389	0.001026075173306431
BS_DYA4EMPF	WGS	60	2923762389	0.020521503466128622
BS_DYMSB5M3	WGS	20	2923762389	0.006840501155376207
BS_DZ998H9P	WGS	10	2923762389	0.0034202505776881036
BS_DZTJC1GJ	WGS	6	2923762389	0.002052150346612862
BS_E0AAK0V0	WGS	12	2923762389	0.004104300693225724
BS_E0BFHSF6	WGS	11	2923762389	0.003762275635456914
BS_E0S2Y0TS	WGS	2097	2923762389	0.7172265461411953
BS_E0XFVTYP	WGS	10	2923762389	0.0034202505776881036
BS_E10P4XYZ	WGS	4	2923762389	0.0013681002310752415
BS_E1FCN4JK	WGS	24	2923762389	0.008208601386451448
BS_E1GFZBG3	WGS	7	2923762389	0.0023941754043816724
BS_E1QWNESV	WGS	7	2923762389	0.0023941754043816724
BS_E1VJCEWB	WGS	43	2923762389	0.014707077484058846
BS_E2EXBFN7	WGS	42	2923762389	0.014365052426290036
BS_E2RXQ3JW	WGS	14	2923762389	0.004788350808763345
BS_E30M6QFY	WGS	12	2923762389	0.004104300693225724
BS_E3MVKCND	WGS	7	2923762389	0.0023941754043816724
BS_E3N4JN0X	WGS	73	2923762389	0.024967829217123157
BS_E42SSQGJ	WGS	8	2923762389	0.002736200462150483
BS_E4C16ZWG	WGS	53	2923762389	0.01812732806174695
BS_E4N511ZX	WGS	10	2923762389	0.0034202505776881036
BS_E4V8XN3G	WGS	21	2923762389	0.007182526213145018
BS_E4VCDN6S	WGS	65	2923762389	0.022231628754972674
BS_E4W68ECR	WGS	4	2923762389	0.0013681002310752415
BS_E5B2YZJH	WGS	16	2923762389	0.005472400924300966
BS_E5D4TMHP	WGS	48	2923762389	0.016417202772902897
BS_E5H6CFYT	WGS	22	2923762389	0.007524551270913828
BS_E6JPJAD5	WGS	5	2923762389	0.0017101252888440518
BS_E7CRT00M	WGS	19	2923762389	0.0064984760976073965
BS_E7HEQZ1K	WGS	8	2923762389	0.002736200462150483
BS_E7J6CYVN	WGS	60	2923762389	0.020521503466128622
BS_E8MC6R2K	WGS	20	2923762389	0.006840501155376207
BS_E8SJ36A6	WGS	29	2923762389	0.009918726675295501
BS_E9ATGWME	WGS	5	2923762389	0.0017101252888440518
BS_E9M7TDB6	WGS	5	2923762389	0.0017101252888440518
BS_E9YW2KHS	WGS	40	2923762389	0.013681002310752415
BS_EBCGJK60	WGS	2	2923762389	6.840501155376208e-4
BS_EBW10QNH	WGS	1	2923762389	3.420250577688104e-4
BS_ECACPSAG	WGS	6	2923762389	0.002052150346612862
BS_EDCQ4M0R	WGS	29	2923762389	0.009918726675295501
BS_EDGSP4V6	WGS	4	2923762389	0.0013681002310752415
BS_EDZCAHR2	WGS	25	2923762389	0.00855062644422026
BS_EE2YW499	WGS	46	2923762389	0.015733152657365277
BS_EE73VE7V	WGS	10	2923762389	0.0034202505776881036
BS_EEH04G1F	WGS	14	2923762389	0.004788350808763345
BS_EFBBP9H3	WGS	49	2923762389	0.016759227830671707
BS_EFRXNDWX	WGS	9	2923762389	0.0030782255199192934
BS_EFSP12H7	WGS	6	2923762389	0.002052150346612862
BS_EHBH0NYX	WGS	10	2923762389	0.0034202505776881036
BS_EJ1H9PZY	WGS	41	2923762389	0.014023027368521224
BS_EJEPC9E8	WGS	7	2923762389	0.0023941754043816724
BS_EJP43CD9	WGS	53	2923762389	0.01812732806174695
BS_EJPNY65D	WGS	8	2923762389	0.002736200462150483
BS_EJV0N3BX	WGS	37	2923762389	0.012654927137445983
BS_EK4XEBRD	WGS	41	2923762389	0.014023027368521224
BS_EKJB7HFV	WGS	9	2923762389	0.0030782255199192934
BS_EKR4NSNW	WGS	2	2923762389	6.840501155376208e-4
BS_EMPP6N9Q	WGS	2	2923762389	6.840501155376208e-4
BS_EP25TTAG	WGS	43	2923762389	0.014707077484058846
BS_EPM623G4	WGS	50	2923762389	0.01710125288844052
BS_EPP48C6Z	WGS	44	2923762389	0.015049102541827656
BS_EPX4DZN8	WGS	69	2923762389	0.023599728986047914
BS_EQ9082KM	WGS	3	2923762389	0.001026075173306431
BS_EQE19CB0	WGS	8	2923762389	0.002736200462150483
BS_EQE447QB	WGS	17	2923762389	0.005814425982069776
BS_EQQZ90JQ	WGS	10	2923762389	0.0034202505776881036
BS_ERAWW3H7	WGS	17	2923762389	0.005814425982069776
BS_ERDKHKT5	WGS	7	2923762389	0.0023941754043816724
BS_ERF6B0E3	WGS	2	2923762389	6.840501155376208e-4
BS_ERFMPQN3	WGS	241	2923762389	0.0824280389222833
BS_ERMGD2N5	WGS	10	2923762389	0.0034202505776881036
BS_ERRA7V0W	WGS	6	2923762389	0.002052150346612862
BS_ESEAV1TN	WGS	7	2923762389	0.0023941754043816724
BS_ESXTMSXE	WGS	140	2923762389	0.047883508087633454
BS_ET95EZ46	WGS	8	2923762389	0.002736200462150483
BS_ETTZM63Y	WGS	6	2923762389	0.002052150346612862
BS_EV071CE1	WGS	15	2923762389	0.0051303758665321554
BS_EW8SRNV4	WGS	6	2923762389	0.002052150346612862
BS_EWNSDJ7V	WGS	12	2923762389	0.004104300693225724
BS_EXDY4JFF	WGS	6	2923762389	0.002052150346612862
BS_EXHBHMQJ	WGS	4	2923762389	0.0013681002310752415
BS_EXM64ADT	WGS	28	2923762389	0.00957670161752669
BS_EXTEGB51	WGS	15	2923762389	0.0051303758665321554
BS_EY857EMY	WGS	10	2923762389	0.0034202505776881036
BS_EYFC3E6B	WGS	549	2923762389	0.1877717567150769
BS_F064HMTP	WGS	5	2923762389	0.0017101252888440518
BS_F0EA1FGK	WGS	18	2923762389	0.006156451039838587
BS_F0GNWEJJ	WGS	1021	2923762389	0.3492075839819554
BS_F0HZ7VMV	WGS	118	2923762389	0.040358956816719624
BS_F0JN3TFM	WGS	66	2923762389	0.022573653812741484
BS_F1B71HTZ	WGS	3	2923762389	0.001026075173306431
BS_F2MTFYFR	WGS	38	2923762389	0.012996952195214793
BS_F3ZZ4BXE	WGS	7	2923762389	0.0023941754043816724
BS_F44R8ARA	WGS	8	2923762389	0.002736200462150483
BS_F48RA7QF	WGS	5	2923762389	0.0017101252888440518
BS_F4D169Q7	WGS	26	2923762389	0.00889265150198907
BS_F5641KTR	WGS	13	2923762389	0.004446325750994535
BS_F5KRHGKC	WGS	25	2923762389	0.00855062644422026
BS_F5Q4C4NG	WGS	24	2923762389	0.008208601386451448
BS_F5V8CWXT	WGS	8	2923762389	0.002736200462150483
BS_F5YC39C8	WGS	5	2923762389	0.0017101252888440518
BS_F6MNG2S0	WGS	14	2923762389	0.004788350808763345
BS_F6R8R1KN	WGS	10	2923762389	0.0034202505776881036
BS_F7BAKXTE	WGS	8	2923762389	0.002736200462150483
BS_F7KYPE79	WGS	1	2923762389	3.420250577688104e-4
BS_F7YNCQK9	WGS	5	2923762389	0.0017101252888440518
BS_F8K4VQMF	WGS	31	2923762389	0.01060277679083312
BS_F8KR1QWE	WGS	37	2923762389	0.012654927137445983
BS_F8QBB0AK	WGS	12	2923762389	0.004104300693225724
BS_F92J3KBA	WGS	9	2923762389	0.0030782255199192934
BS_F969DNHD	WGS	16	2923762389	0.005472400924300966
BS_F9ZTZ4YS	WGS	21	2923762389	0.007182526213145018
BS_FAEHNS3Q	WGS	1	2923762389	3.420250577688104e-4
BS_FAFAAYMZ	WGS	5	2923762389	0.0017101252888440518
BS_FBJ516WW	WGS	8	2923762389	0.002736200462150483
BS_FBP5NZNR	WGS	6	2923762389	0.002052150346612862
BS_FBVCQX23	WGS	12	2923762389	0.004104300693225724
BS_FBZBS9JR	WGS	14	2923762389	0.004788350808763345
BS_FCSVBGS2	WGS	5	2923762389	0.0017101252888440518
BS_FCXEAPJ1	WGS	16	2923762389	0.005472400924300966
BS_FDZ7271S	WGS	44	2923762389	0.015049102541827656
BS_FEX3A4SE	WGS	79	2923762389	0.02701997956373602
BS_FF73TT6D	WGS	44	2923762389	0.015049102541827656
BS_FFD25TTK	WGS	20	2923762389	0.006840501155376207
BS_FG649AWK	WGS	24	2923762389	0.008208601386451448
BS_FHE6Z73G	WGS	14	2923762389	0.004788350808763345
BS_FHFVCQ41	WGS	36	2923762389	0.012312902079677173
BS_FHJP8HE0	WGS	70	2923762389	0.023941754043816727
BS_FHPWYH3X	WGS	2	2923762389	6.840501155376208e-4
BS_FJEBFQHG	WGS	3	2923762389	0.001026075173306431
BS_FJEZ3ASV	WGS	88	2923762389	0.03009820508365531
BS_FJP95JXF	WGS	60	2923762389	0.020521503466128622
BS_FJRZJ4RS	WGS	7	2923762389	0.0023941754043816724
BS_FK1YZ1RF	WGS	69	2923762389	0.023599728986047914
BS_FK3B5SDH	WGS	8	2923762389	0.002736200462150483
BS_FK3DPAWA	WGS	14	2923762389	0.004788350808763345
BS_FKQ7F6D1	WGS	34	2923762389	0.011628851964139552
BS_FMZW3X54	WGS	22	2923762389	0.007524551270913828
BS_FN0GD79J	WGS	11	2923762389	0.003762275635456914
BS_FN6KG7YS	WGS	22	2923762389	0.007524551270913828
BS_FNA7MJV8	WGS	7	2923762389	0.0023941754043816724
BS_FNF1TCSW	WGS	10	2923762389	0.0034202505776881036
BS_FNM4BB83	WGS	10	2923762389	0.0034202505776881036
BS_FPB3A0K4	WGS	10	2923762389	0.0034202505776881036
BS_FPMMMDFF	WGS	9	2923762389	0.0030782255199192934
BS_FQ2ZBMPA	WGS	7	2923762389	0.0023941754043816724
BS_FQBVBTCY	WGS	1	2923762389	3.420250577688104e-4
BS_FR9R7VFY	WGS	16	2923762389	0.005472400924300966
BS_FS48BMA3	WGS	9	2923762389	0.0030782255199192934
BS_FS9KK5HZ	WGS	4	2923762389	0.0013681002310752415
BS_FSH4MKSX	WGS	9	2923762389	0.0030782255199192934
BS_FSM39DXA	WGS	44	2923762389	0.015049102541827656
BS_FSMFADRW	WGS	5	2923762389	0.0017101252888440518
BS_FSNCPJJF	WGS	11	2923762389	0.003762275635456914
BS_FSRYGAR8	WGS	6	2923762389	0.002052150346612862
BS_FT0J7DDS	WGS	9	2923762389	0.0030782255199192934
BS_FT95T4YP	WGS	6	2923762389	0.002052150346612862
BS_FTDHW11X	WGS	139	2923762389	0.04754148302986464
BS_FV0C303D	WGS	5	2923762389	0.0017101252888440518
BS_FVJF260X	WGS	22	2923762389	0.007524551270913828
BS_FVPMPMRJ	WGS	15	2923762389	0.0051303758665321554
BS_FVPZ3CYY	WGS	66	2923762389	0.022573653812741484
BS_FVX5BSXD	WGS	9	2923762389	0.0030782255199192934
BS_FVYBGMG1	WGS	31	2923762389	0.01060277679083312
BS_FWCKP4X1	WGS	4	2923762389	0.0013681002310752415
BS_FXDY881S	WGS	23	2923762389	0.007866576328682639
BS_FXG6F3NN	WGS	9	2923762389	0.0030782255199192934
BS_FXWGAQQ1	WGS	24	2923762389	0.008208601386451448
BS_FYJMNRGK	WGS	12	2923762389	0.004104300693225724
BS_FYXSK0CS	WGS	3	2923762389	0.001026075173306431
BS_FZ8D57HJ	WGS	51	2923762389	0.01744327794620933
BS_FZPNPDQQ	WGS	133	2923762389	0.04548933268325178
BS_G12HNXYX	WGS	33	2923762389	0.011286826906370742
BS_G16NM5WJ	WGS	20	2923762389	0.006840501155376207
BS_G2016BE5	WGS	19	2923762389	0.0064984760976073965
BS_G3B24JW8	WGS	9	2923762389	0.0030782255199192934
BS_G4AESEQM	WGS	9	2923762389	0.0030782255199192934
BS_G4EX0H98	WGS	31	2923762389	0.01060277679083312
BS_G4W213NW	WGS	8	2923762389	0.002736200462150483
BS_G61CN2V0	WGS	39	2923762389	0.013338977252983605
BS_G61JCWDN	WGS	12	2923762389	0.004104300693225724
BS_G65EA38C	WGS	26	2923762389	0.00889265150198907
BS_G68P1ZE5	WGS	11	2923762389	0.003762275635456914
BS_G6ASNYWP	WGS	14	2923762389	0.004788350808763345
BS_G6V64VWY	WGS	19	2923762389	0.0064984760976073965
BS_G6YHGFF2	WGS	9	2923762389	0.0030782255199192934
BS_G753Z42N	WGS	27	2923762389	0.00923467655975788
BS_G7PYDGEJ	WGS	14	2923762389	0.004788350808763345
BS_G89S3SCA	WGS	7	2923762389	0.0023941754043816724
BS_G8K76H0G	WGS	6	2923762389	0.002052150346612862
BS_G9B420R9	WGS	2	2923762389	6.840501155376208e-4
BS_G9CCAMGS	WGS	11	2923762389	0.003762275635456914
BS_G9MQM1KK	WGS	33	2923762389	0.011286826906370742
BS_G9WRA2N1	WGS	10	2923762389	0.0034202505776881036
BS_GAA327FP	WGS	2	2923762389	6.840501155376208e-4
BS_GAA781GQ	WGS	45	2923762389	0.015391127599596467
BS_GBS4JMAZ	WGS	13	2923762389	0.004446325750994535
BS_GBSMM7A0	WGS	8	2923762389	0.002736200462150483
BS_GCGN8QZN	WGS	2	2923762389	6.840501155376208e-4
BS_GCQEB05M	WGS	2	2923762389	6.840501155376208e-4
BS_GDPZN3SD	WGS	3	2923762389	0.001026075173306431
BS_GEFN5A36	WGS	4	2923762389	0.0013681002310752415
BS_GEX9KAKM	WGS	8	2923762389	0.002736200462150483
BS_GF83ZWD3	WGS	486	2923762389	0.16622417807564183
BS_GFN4FETJ	WGS	13	2923762389	0.004446325750994535
BS_GFS9JEE6	WGS	6	2923762389	0.002052150346612862
BS_GG7F58ZC	WGS	17	2923762389	0.005814425982069776
BS_GG98K7W0	WGS	10	2923762389	0.0034202505776881036
BS_GGKN0G8N	WGS	10	2923762389	0.0034202505776881036
BS_GH6PH611	WGS	58	2923762389	0.019837453350591002
BS_GKN0B47F	WGS	37	2923762389	0.012654927137445983
BS_GKPVZXYP	WGS	19	2923762389	0.0064984760976073965
BS_GKQQKS8C	WGS	23	2923762389	0.007866576328682639
BS_GKSRM687	WGS	41	2923762389	0.014023027368521224
BS_GM3NRFRR	WGS	6	2923762389	0.002052150346612862
BS_GM5ZCMXV	WGS	8	2923762389	0.002736200462150483
BS_GM6P267S	WGS	9	2923762389	0.0030782255199192934
BS_GMKEEYR1	WGS	5	2923762389	0.0017101252888440518
BS_GMQZNQH8	WGS	22	2923762389	0.007524551270913828
BS_GNETMRJF	WGS	6	2923762389	0.002052150346612862
BS_GNGG3GK3	WGS	11	2923762389	0.003762275635456914
BS_GNMPCGSN	WGS	4	2923762389	0.0013681002310752415
BS_GNQDW8AB	WGS	3	2923762389	0.001026075173306431
BS_GNSAKWR4	WGS	67	2923762389	0.022915678870510294
BS_GNXGGWFN	WGS	68	2923762389	0.023257703928279104
BS_GPNWSW71	WGS	79	2923762389	0.02701997956373602
BS_GPPREVAD	WGS	58	2923762389	0.019837453350591002
BS_GPX0HD13	WGS	6	2923762389	0.002052150346612862
BS_GPXZ2NQB	WGS	10	2923762389	0.0034202505776881036
BS_GQSMPCN1	WGS	14	2923762389	0.004788350808763345
BS_GRDS7WV1	WGS	5	2923762389	0.0017101252888440518
BS_GRECE8Q9	WGS	25	2923762389	0.00855062644422026
BS_GRS3T427	WGS	7	2923762389	0.0023941754043816724
BS_GS9JCK55	WGS	11	2923762389	0.003762275635456914
BS_GSXNQNRY	WGS	10	2923762389	0.0034202505776881036
BS_GT6KT6K0	WGS	5	2923762389	0.0017101252888440518
BS_GTAJFTTR	WGS	17	2923762389	0.005814425982069776
BS_GTF9WBNM	WGS	66	2923762389	0.022573653812741484
BS_GV24KB8P	WGS	21	2923762389	0.007182526213145018
BS_GW0XZGEM	WGS	4	2923762389	0.0013681002310752415
BS_GWFCD8MA	WGS	5	2923762389	0.0017101252888440518
BS_GWPJKM7G	WGS	10	2923762389	0.0034202505776881036
BS_GXACEYKB	WGS	10	2923762389	0.0034202505776881036
BS_GXFX6VW1	WGS	19	2923762389	0.0064984760976073965
BS_GXWCF4ZQ	WGS	8	2923762389	0.002736200462150483
BS_GXYT1T1B	WGS	3	2923762389	0.001026075173306431
BS_GY83XDY8	WGS	24	2923762389	0.008208601386451448
BS_GY8AVNHY	WGS	14	2923762389	0.004788350808763345
BS_GZ39V8AK	WGS	7	2923762389	0.0023941754043816724
BS_GZ5QQYZ7	WGS	100	2923762389	0.03420250577688104
BS_GZG7GH62	WGS	15	2923762389	0.0051303758665321554
BS_GZSJHK6J	WGS	8	2923762389	0.002736200462150483
BS_H04BZP9Q	WGS	48	2923762389	0.016417202772902897
BS_H0638GZT	WGS	27	2923762389	0.00923467655975788
BS_H0MVFRCE	WGS	28	2923762389	0.00957670161752669
BS_H13TBC1X	WGS	21	2923762389	0.007182526213145018
BS_H174820R	WGS	54	2923762389	0.01846935311951576
BS_H18ZNTNR	WGS	9	2923762389	0.0030782255199192934
BS_H1K33JVK	WGS	12	2923762389	0.004104300693225724
BS_H1MNXNHB	WGS	10	2923762389	0.0034202505776881036
BS_H2K7XX4X	WGS	20	2923762389	0.006840501155376207
BS_H3237RZS	WGS	43	2923762389	0.014707077484058846
BS_H3P7W3J4	WGS	5	2923762389	0.0017101252888440518
BS_H50HR85Y	WGS	15	2923762389	0.0051303758665321554
BS_H68W3CE8	WGS	8	2923762389	0.002736200462150483
